x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
0,3,0,8,2,4,1,0,1,1,1,5,157,940012,28,0,0,126,3.032695892,3.49,8.52,5.39,0
0,1,2,8,1,0,0,0,1,1,0,6,66,105608,31,0,0,79,2.692353038,5.16,9.06,8.38,0
0,1,0,7,0,0,0,0,2,3,2,1,97,623455,31,0,0,57,1.105849943,3.24,10.2,6.53,0
0,12,0,10,2,4,1,0,2,0,4,6,129,620725,19,0,0,126,0.926593536,6.59,6.42,7.7,1
0,10,0,4,2,1,1,0,3,2,3,6,123,249226,44,47199,0,126,1.481377002,5.75,10.86,6.44,1
0,3,2,1,3,0,1,0,0,0,1,1,85,666146,28,0,0,157,4.287094161,4.61,9.53,9.35,0
0,0,2,5,3,0,1,0,2,3,9,6,79,354482,41,0,0,126,1.539297214,6.45,10.22,6.24,0
4,0,2,5,1,0,0,0,0,0,5,3,97,693252,41,21517,0,126,1.751438535,5.46,7.48,7.22,0
0,1,0,3,2,0,1,0,0,0,1,4,119,566391,31,0,6211,188,2.153381121,4.86,11.99,8.98,1
0,3,5,2,1,0,0,0,3,2,6,2,60,1340169,28,0,0,110,3.694453403,3.91,9.75,9.99,0
0,3,2,2,3,0,1,0,1,0,1,5,107,143012,28,0,0,126,2.065759014,4.58,10.36,9.08,0
0,12,2,2,3,0,1,36,0,2,8,7,53,835890,19,0,0,63,1.373859224,3.48,6.55,10.82,0
0,3,2,0,4,0,1,0,3,2,8,0,82,564334,28,0,0,126,2.988380961,5.62,15.2,7.04,0
1,3,0,9,2,0,1,0,2,4,0,4,132,124215,28,0,0,311,0.321903877,4.98,10.45,9.89,1
1,3,0,9,2,0,1,0,1,0,5,6,179,111718,28,0,0,188,1.787846461,3.62,10.57,6.11,1
0,3,4,1,5,0,1,0,3,3,9,6,173,370887,28,0,0,160,2.608175583,6.95,11.98,9.76,0
0,5,0,5,2,0,1,0,0,0,7,0,135,913135,38,0,0,94,0.931899709,4.01,7.75,8.37,0
1,2,2,1,3,0,1,0,3,4,2,7,94,284958,22,0,0,126,1.586483803,3.63,9.76,8.06,0
2,4,0,5,2,0,1,0,1,4,8,0,148,348406,47,0,7587,173,2.044320097,3.52,11.33,7.95,1
1,6,0,9,2,0,1,0,1,0,4,0,129,122133,35,0,0,188,0.305078001,6.42,13.01,9.9,0
1,9,0,2,2,0,1,4,3,3,6,7,232,142374,25,4427,0,63,1.860558215,3.85,13.31,7.12,0
0,3,2,2,1,0,0,0,0,3,7,2,75,956257,28,0,0,94,2.753913422,4.5,7.77,5.55,0
1,8,2,9,4,0,1,0,0,4,0,7,75,1085169,13,0,0,157,1.715206296,4.93,8.93,5.81,0
0,3,1,0,3,0,0,0,3,3,4,6,104,624319,28,0,0,126,0.503721818,3.54,9.89,7.99,0
0,1,4,2,5,0,0,0,2,1,8,3,201,459018,31,0,0,75,1.644796051,5.66,12.77,10.49,0
1,3,4,9,3,0,1,0,3,3,2,5,182,104643,28,0,0,251,1.134210264,4.14,10.15,6.23,0
0,1,1,5,5,0,0,0,3,2,2,5,182,1175295,31,0,0,126,2.552326005,6.18,11.5,8.12,0
0,3,2,1,1,0,1,0,0,1,1,2,101,542597,28,0,0,126,2.801835308,5.66,7.89,9.01,0
0,2,0,2,2,2,1,0,3,2,7,3,148,496061,22,0,0,113,1.556396991,5.45,11.37,9.54,0
0,3,0,8,0,0,0,0,3,4,0,1,107,803283,28,0,0,63,1.425069557,5.69,12.54,4.45,0
0,7,0,3,2,0,1,0,3,3,6,5,176,1375160,16,0,0,126,3.489598342,4.36,6.44,8.78,0
0,8,2,6,3,0,1,0,0,4,8,5,104,343320,13,0,0,126,1.256863847,4.53,10.41,10.16,0
0,0,2,0,4,0,1,0,2,2,9,7,85,759031,41,0,0,157,2.701625922,5.68,9.44,8.95,0
0,3,2,2,5,4,0,28,0,0,5,4,132,716183,28,0,0,88,2.523033925,6.14,10.19,9.42,0
0,10,0,4,2,0,1,0,3,3,1,0,104,173702,44,0,0,126,1.825532143,5.26,9.62,7.29,1
0,1,1,2,5,0,0,0,1,1,5,2,132,335202,31,0,0,101,2.601284759,5.28,11.26,5.31,0
0,3,3,2,3,0,0,0,2,4,1,6,107,585423,28,0,0,126,2.179818222,6.03,11.79,8.33,0
1,3,0,1,2,0,1,0,3,3,4,1,148,465487,28,0,0,126,1.153218252,5.77,8.4,8,0
0,3,0,1,2,0,1,0,3,0,1,5,88,289850,28,0,0,126,4.409277776,5.25,8.42,6.56,0
2,0,0,4,2,0,1,0,1,3,8,5,126,686620,41,0,0,141,2.43493418,5.5,13.65,10.46,1
0,12,2,2,1,0,1,0,3,3,5,4,53,602903,19,0,0,79,2.285672519,5.56,9.65,6.68,0
0,0,2,8,1,0,0,0,3,1,7,1,69,370045,41,0,0,126,4.068765741,6.4,9.5,7.25,0
0,3,2,6,1,0,1,0,2,0,4,3,60,124021,28,0,0,126,2.05657805,4.86,8.13,7.92,0
0,3,5,10,5,4,1,0,1,0,7,6,129,753458,28,0,0,157,3.758702096,5.33,10.07,7.88,0
0,10,2,5,3,0,0,0,3,2,2,5,91,547149,44,0,0,126,2.514218355,5.99,12.69,5.88,0
0,3,0,7,2,0,1,0,3,4,1,7,72,873699,28,0,4942,94,3.364316699,5.65,9.69,9.6,0
0,3,5,2,3,1,0,15,3,4,6,7,88,220665,28,0,0,126,0.430434067,4.24,6.67,7.13,0
4,1,1,8,3,0,0,0,0,1,8,5,204,103189,31,9312,0,110,1.626148551,4.97,7.06,7.36,0
0,6,2,3,4,0,0,36,2,2,1,6,104,1752396,35,0,0,126,3.106030659,3.65,8.77,8.28,0
1,7,0,9,4,0,1,12,1,2,2,0,123,789554,16,0,0,126,1.054583151,3.88,11.94,9.65,0
0,0,0,5,2,0,1,0,0,2,6,5,129,175471,41,0,0,176,1.974742379,4.67,9.47,9.44,1
4,10,1,4,5,4,0,0,0,1,1,0,151,750712,44,30040,0,126,3.590320045,5.37,5.71,7.56,1
0,1,0,3,2,0,1,0,1,2,0,6,94,469765,31,0,0,126,2.077422161,4.94,10.14,9.51,0
0,1,2,8,1,0,0,0,2,1,5,1,63,111363,31,0,0,38,1.505822285,5.43,9.39,8.06,0
0,8,0,10,2,4,1,0,3,3,5,0,207,641774,13,0,0,126,1.059740574,3.92,9.55,6.95,0
2,0,0,3,2,0,1,0,2,4,6,1,154,999906,41,0,0,173,0.478955597,4.41,10.5,9.06,1
0,3,0,1,2,0,1,0,3,3,0,0,104,471723,28,0,0,126,1.925153617,5,9.99,7.75,0
0,3,2,3,1,0,1,0,0,1,0,1,57,695184,28,0,0,201,1.619508591,5.02,10.74,7.5,0
0,3,0,7,2,0,1,0,1,4,1,6,126,673061,28,0,0,157,2.540547237,4.71,9.43,8.69,0
None,1,0,None,2,0,1,0,3,1,6,1,210,1101207,31,0,0,47,2.168838043,5.33,9.87,9.9,1
5,1,1,2,5,0,1,0,3,0,5,0,79,1003120,31,0,7766,126,2.795926236,4.37,8.16,5.21,1
0,0,0,1,2,0,1,0,2,0,5,1,195,655685,41,24153,0,157,3.032873357,2.57,7.32,5.99,1
0,6,3,1,3,0,0,0,2,4,3,7,126,1057796,35,0,0,188,3.156250195,6.8,7.63,7.44,0
0,12,0,10,2,0,1,0,3,3,7,3,182,205225,19,0,0,126,0.991225498,5.09,12.45,7.03,1
0,1,1,3,5,0,0,38,1,2,0,5,85,1591016,31,0,0,126,1.598033386,3.94,8.28,7.32,0
0,0,5,5,3,1,1,1,3,0,7,7,126,383136,41,42569,0,126,1.230789865,6,6.7,8.15,1
4,3,2,8,5,2,1,0,2,3,4,5,110,336882,28,0,0,173,1.953814086,4.04,13.88,9.59,0
0,3,2,6,1,0,0,0,1,4,5,0,57,634291,28,0,5400,47,1.05204715,4.84,12.32,6.86,0
0,8,0,9,4,0,1,20,1,2,9,1,97,842833,13,0,0,110,3.174859595,3.78,12.76,8.62,0
0,1,2,8,1,4,0,0,0,0,4,2,66,664764,31,0,0,126,1.807819368,3.44,12.51,10.26,0
2,1,1,3,1,0,1,0,2,0,1,7,138,1433308,31,0,0,141,1.201718249,2.67,9.21,11.25,1
0,3,0,10,2,3,1,24,3,1,4,7,69,356458,28,0,0,126,3.733540512,4.84,9.43,8.02,0
0,3,0,7,2,0,1,0,1,0,7,0,97,360312,28,0,0,126,1.498513609,5.46,10.87,10.91,1
0,3,1,8,5,0,0,0,3,1,4,1,138,1324021,28,0,0,126,1.749844573,5.6,11.72,7.8,0
0,3,2,7,1,0,0,0,2,3,9,4,60,450379,28,0,0,107,2.477440786,5.32,9.65,8.57,0
2,3,0,8,2,0,1,0,2,2,4,2,107,494694,28,0,0,141,3.597760653,4.74,11.78,9.39,0
0,1,2,3,1,0,0,0,1,2,5,2,63,633970,31,0,0,41,-1.175041156,5.53,8.85,7.01,0
0,8,0,1,2,0,1,21,2,4,4,0,91,376341,13,0,0,126,2.133205803,5.19,9.66,9.01,1
0,0,0,7,2,1,1,13,1,4,6,0,188,571625,41,0,0,79,1.334710259,5.35,12.81,8.91,0
1,2,0,9,2,0,1,0,2,0,6,3,132,85583,22,0,0,188,2.388314512,4.96,9.94,7.55,0
0,3,0,3,2,0,1,0,0,0,4,1,97,355405,28,0,0,126,2.650179909,5.61,9.43,9.37,0
0,7,0,10,2,0,1,0,2,1,7,0,160,848839,16,0,0,126,2.458460105,3.42,9.4,8.48,0
4,13,1,5,3,0,0,0,3,3,7,7,116,578405,50,0,0,126,3.250775173,6.57,11.21,5.84,1
4,10,0,4,2,0,1,0,2,4,1,0,135,462845,44,0,6211,188,1.65455801,6.48,11.32,10.42,1
0,3,0,0,2,1,1,0,2,1,1,7,132,1068877,28,47199,0,126,1.846208294,5.75,11.09,9.14,1
0,3,2,6,1,0,0,0,2,2,2,4,57,534366,28,0,0,63,2.491252366,5.65,12.94,7.47,0
1,3,0,3,2,0,1,0,3,4,1,1,104,954626,28,0,0,220,2.404798186,3.89,11.32,7.96,1
0,0,0,5,2,0,1,0,2,1,4,4,113,349119,41,0,0,151,2.167379453,6.33,12.48,7.61,1
0,3,2,0,3,0,1,0,1,4,2,4,66,1034131,28,15284,0,126,3.698870278,4.72,6.79,10.35,0
0,3,0,4,2,0,1,0,0,2,0,6,148,489017,28,0,0,188,1.35053093,6.67,10.34,9.25,0
0,4,0,5,2,0,1,0,3,0,6,7,232,592847,47,314156,0,157,2.338751461,7.7,11.06,6.77,1
0,1,2,3,1,0,1,0,0,2,9,6,60,1381606,31,0,0,47,1.757623727,7.01,9.42,9.48,0
0,3,3,5,4,3,0,3,3,1,0,5,148,474654,28,0,0,126,1.379006543,2.67,10.66,10.38,0
0,4,0,5,2,0,1,0,1,4,0,4,283,274487,47,62992,0,226,1.80895168,3.84,11.59,7.59,1
0,10,0,5,2,0,1,0,2,3,9,1,201,301832,44,0,0,126,2.323353149,4.96,15.36,7.54,1
4,0,2,5,1,0,1,0,1,1,5,0,79,562530,41,0,0,126,0.53538007,5.32,8.98,9.01,0
2,3,0,4,2,0,1,21,1,2,3,0,119,209503,28,16267,0,157,2.005485215,4.88,11.91,9.36,1
0,1,0,1,2,0,1,0,1,4,7,1,119,506239,31,0,0,151,2.685792126,4.27,8.17,5.33,1
0,3,0,8,2,0,1,0,0,4,9,5,91,719814,28,0,0,151,1.795042711,3.44,8.4,8.32,1
0,3,1,8,3,0,0,0,3,1,1,0,154,328428,28,0,0,126,3.006684594,5.55,8.72,5.11,0
1,0,0,4,2,3,1,3,2,3,9,1,116,843826,41,22927,0,157,3.102425187,6.31,11.57,7.62,1
0,3,0,1,2,0,1,0,2,1,9,5,110,596658,28,0,0,126,3.212396048,5.96,7.86,9.95,0
0,6,1,5,5,4,0,0,2,4,7,1,154,475219,35,0,0,126,1.577217799,6.47,10.06,7.16,0
4,1,0,4,2,0,1,0,0,2,0,2,110,557020,31,0,7468,126,2.562877352,5.3,6.97,8.44,0
0,3,5,3,1,0,0,0,1,4,7,6,75,737143,28,0,0,113,2.617298237,5.54,11.01,7.42,0
0,5,2,2,5,2,0,0,0,4,0,5,104,82473,38,0,0,126,3.903752793,4.21,8.92,7.04,0
None,8,4,None,3,0,0,0,1,3,6,7,101,498835,13,0,0,126,1.637456704,4.44,9.86,8.77,0
0,1,2,3,1,0,0,0,2,4,4,5,75,576200,31,0,0,53,1.448097808,5.09,12.59,8.28,0
0,9,2,3,1,0,0,0,2,1,4,6,53,179027,25,0,0,57,1.969808272,4.08,9.53,5.85,0
4,2,2,5,1,0,0,3,2,0,4,3,53,773799,22,0,0,63,0.880788194,4.88,11.49,7.36,0
0,0,2,4,3,0,0,0,1,2,9,1,123,350284,41,0,0,126,0.619376294,5.85,12.46,10.91,0
0,10,0,5,2,0,1,None,3,3,7,1,214,654953,44,0,0,57,1.532599498,5.14,11.49,6.72,0
0,2,0,10,2,0,1,0,1,4,5,7,163,604584,22,0,0,126,2.971460735,6.75,11.13,7.38,0
None,7,1,None,3,0,0,0,1,4,1,3,185,1748887,16,0,0,38,2.934309887,4.21,14.76,9.19,0
4,0,0,12,2,0,1,0,0,0,4,3,154,299256,41,0,0,132,2.86248742,5.74,10.36,8.16,1
0,3,0,10,2,0,1,0,3,1,9,4,170,135934,28,0,0,157,1.523603994,5.65,12.9,6.71,1
0,0,0,10,2,0,1,0,3,2,4,6,91,797512,41,0,0,63,2.768406216,3.66,6.79,4.08,0
4,1,0,1,2,0,1,0,1,2,9,7,110,602491,31,0,0,126,3.0777105,4.94,9,9.45,1
0,12,0,10,2,0,1,0,3,3,4,4,185,99846,19,0,0,141,2.391513044,4.12,9.9,4.18,1
0,6,2,8,3,0,0,0,0,3,8,7,66,964365,35,0,0,126,2.510813554,6.04,7.9,11.27,0
2,0,0,4,2,0,1,0,0,1,3,1,123,890133,41,22927,0,126,1.446753043,4.08,10.18,7.46,1
2,0,0,7,2,0,1,None,0,4,7,2,145,691031,41,22927,0,126,2.491404608,6.28,11.26,8.43,1
0,0,5,5,4,4,0,0,1,4,1,5,185,538243,41,6918,0,116,1.324314793,6.55,12.43,9.59,0
0,1,2,3,3,0,0,0,3,3,5,6,66,313622,31,0,0,79,1.573712638,5.41,10.3,9.87,0
0,10,0,5,2,0,1,0,0,0,6,2,176,501222,44,0,0,188,2.208614369,5.16,7.45,6.29,0
5,5,1,2,3,0,0,0,3,2,2,3,132,580196,38,0,0,126,1.344382862,5.75,10.51,9.75,0
0,6,0,1,2,0,1,0,3,4,4,7,72,190955,35,0,0,126,1.282298217,3.54,11.21,8.31,0
0,3,0,1,2,0,1,0,2,2,0,7,116,705495,28,0,0,126,2.752668454,5.64,8.76,10.11,0
0,3,0,4,2,0,1,0,0,4,3,2,107,750564,28,0,0,126,3.348031154,5.11,10.19,8.1,0
0,1,0,8,2,0,1,0,2,3,2,4,94,851023,31,0,0,126,3.057202767,4.51,12.82,7.27,1
0,2,2,6,1,4,1,0,1,3,3,3,66,1485537,22,0,0,126,1.486300373,3.95,9.96,6.59,0
5,1,5,2,4,0,1,0,2,0,5,5,97,947272,31,0,0,126,2.891192232,4.75,13.44,9.53,0
0,1,2,6,1,0,1,0,3,2,4,2,63,752653,31,0,0,126,0.834016014,4.56,13.57,8.34,0
1,3,2,2,3,0,1,0,3,2,2,1,201,558654,28,3314,0,126,1.182392531,4.2,8.82,6.82,0
4,0,0,5,2,0,1,0,1,4,8,1,148,151409,41,0,0,226,1.4021163,6,11.53,9.69,0
0,3,1,7,3,0,1,0,2,1,8,2,91,599306,28,0,0,138,0.31916803,4.7,7.83,7.85,0
0,3,2,8,1,0,0,0,1,0,7,6,63,571019,28,0,0,126,3.11730983,5.46,8.62,8.17,0
0,10,0,4,2,0,1,None,0,0,0,6,160,457774,44,314156,0,157,1.156672315,2.68,10.78,7.41,1
0,1,2,2,4,0,0,0,2,1,7,1,72,638180,31,0,0,126,2.208973068,4.94,7.77,8.94,0
0,1,2,8,1,0,0,0,2,1,6,6,60,302146,31,0,0,63,0.077085999,5.22,8.66,6.61,0
0,3,0,4,2,0,1,0,0,4,8,2,126,1325240,28,0,0,157,1.163277619,5.08,12.06,7.42,1
0,0,0,4,2,0,1,0,1,4,2,2,151,122365,41,47199,0,157,0.420926769,4.43,7.44,11.48,1
0,10,0,8,2,0,1,0,1,3,1,7,179,1180824,44,0,0,126,2.622518528,4.58,12.09,8.53,0
0,1,0,10,2,0,1,0,1,1,6,6,135,237951,31,0,0,141,1.16966541,4.21,7.56,7.92,0
0,6,1,0,3,0,0,0,0,1,3,4,91,556436,35,6830,0,141,1.755467502,5.76,7.16,9.16,0
0,0,0,4,0,0,0,0,0,1,8,7,113,633091,41,0,0,126,0.633280145,4.16,10.51,7.05,1
0,0,0,4,2,0,1,0,2,0,5,2,188,413688,41,0,0,157,1.640401782,5.6,13.38,7.21,1
0,1,1,5,5,0,0,0,1,4,6,3,135,572568,31,0,0,126,1.77059364,5.9,11.68,9.23,0
0,3,1,1,3,0,1,0,1,3,8,5,104,273975,28,0,0,141,1.890164105,2.88,8.21,9.82,0
0,1,1,4,3,0,1,0,1,4,5,7,145,605677,31,0,0,126,0.510407872,4.53,14.11,8.69,0
0,1,2,8,1,0,0,0,3,3,8,2,63,1119497,31,0,0,31,2.151525379,6.62,14.77,6.93,0
4,1,0,4,2,0,1,0,1,1,1,3,79,1050131,31,0,0,126,1.886738583,3.98,9.74,5.54,1
0,1,0,1,2,0,1,0,3,3,4,1,119,1405379,31,0,0,113,2.649799164,4.37,9.37,6.68,1
1,6,2,9,1,0,1,0,3,2,8,2,88,94166,35,33050,0,141,1.766582099,6.17,11.94,6.27,1
0,1,0,4,2,0,1,0,2,4,6,5,141,552685,31,0,0,188,1.1252653,3.03,10.2,6.34,1
None,1,0,None,2,0,1,0,2,4,6,3,236,395162,31,0,0,25,1.333984243,3.81,9.9,5.98,0
None,1,2,None,5,3,0,0,1,2,6,1,79,930628,31,0,0,132,2.623530173,4.7,9.19,8.68,0
0,0,1,5,3,0,0,0,2,0,5,0,204,545013,41,0,0,110,1.453309151,5.9,8.45,8.58,0
0,3,0,7,2,0,1,0,0,4,7,5,79,345173,28,0,0,141,2.228921795,5.46,9.92,9.13,0
0,0,0,4,2,0,1,0,2,0,5,5,91,377387,41,0,5806,126,2.124556216,5.48,8.06,8.7,1
0,3,0,1,2,0,1,0,2,2,5,4,154,606475,28,0,0,141,4.263701456,4.39,7.19,9.6,1
0,1,0,1,2,0,1,0,2,2,7,3,91,968038,31,0,0,126,1.205985384,3.26,6.66,9.48,0
0,10,0,8,0,0,0,0,3,2,9,5,157,559992,44,0,0,126,1.082633089,4.95,12.09,5.87,1
2,9,2,9,1,0,1,0,3,2,7,3,57,1187635,25,0,0,31,3.374735008,3.9,12.64,8.02,0
0,12,2,9,1,0,1,0,1,3,6,3,57,474852,19,0,0,85,2.307253668,3.97,8.55,6.95,0
1,3,0,4,2,0,1,0,1,2,3,4,138,327341,28,0,0,264,2.141141234,4.88,10.94,6.49,0
1,4,2,5,1,0,1,0,3,3,8,3,94,515818,47,0,0,126,0.74308508,3.7,6.54,7.56,0
0,9,1,8,5,0,0,0,0,2,9,0,123,821539,25,0,0,126,2.529813334,5.7,11.57,9,0
0,7,1,2,5,0,0,0,2,3,7,0,132,850461,16,0,0,126,1.752598719,4.6,10.89,7.75,0
5,0,0,4,0,4,0,0,0,0,6,5,119,631159,41,0,0,94,3.294457947,4.55,10.16,9.77,1
3,1,0,8,2,0,1,0,0,0,1,6,132,115293,31,0,0,126,2.637995367,5.32,11.16,10.13,0
4,1,2,1,3,0,1,0,1,4,9,3,107,552468,31,0,0,126,0.784278235,5.29,7.44,5.1,0
3,0,0,8,2,1,1,15,2,3,6,4,138,343734,41,0,6211,126,2.186345462,5.56,11.7,7.44,1
1,1,0,4,2,0,1,0,2,1,3,6,141,155807,31,0,0,251,1.483404866,4.23,9.51,7.35,0
0,3,0,1,2,0,1,0,2,2,3,3,157,695963,28,0,0,126,3.684847772,5.49,7.99,7.61,1
None,3,0,None,0,0,0,0,1,1,0,1,119,153863,28,0,5928,31,-0.646762371,5.91,11.83,8.35,1
4,0,5,8,5,1,0,15,1,1,6,6,151,465336,41,0,0,126,0.354711514,5.39,14.55,8.24,0
0,3,2,6,3,0,1,0,3,4,7,5,72,303431,28,0,0,94,2.504384864,4.26,13.04,7.08,0
0,3,1,2,3,1,0,0,3,2,8,4,148,267441,28,0,0,126,2.036755859,3.48,9.16,9.24,0
0,3,2,2,3,4,1,0,1,1,3,5,69,1055418,28,0,0,220,2.371326623,6.16,9.36,7.14,0
0,9,2,6,1,0,1,0,2,0,7,3,53,777796,25,0,0,57,1.675055596,5.19,5.88,9.21,0
0,8,4,2,3,3,0,0,2,3,0,3,182,776840,13,0,0,94,1.877363818,4.52,7.56,7.01,0
3,3,0,8,2,0,1,0,3,2,5,7,123,658506,28,0,0,157,2.57059232,6.04,11.32,5.64,0
0,3,2,8,3,0,1,0,3,4,4,3,94,156436,28,0,0,126,1.161894833,4.78,5.95,9.06,0
0,12,1,1,4,4,1,0,2,4,7,6,113,959292,19,0,0,126,2.118546808,6.51,12.09,8.33,0
0,0,2,1,1,0,1,0,2,4,4,7,79,597239,41,0,0,126,1.477028312,4.98,9.61,8.59,0
0,10,0,5,2,0,1,0,1,3,0,0,141,399331,44,0,0,173,1.073406176,5.43,6.57,7.25,1
0,3,1,1,3,0,1,0,2,0,6,2,119,550156,28,0,0,126,1.850939176,2.9,10.4,9.4,0
0,1,2,2,3,0,1,0,0,3,6,6,113,554629,31,0,0,151,1.146222348,4.31,9.06,9.14,0
0,1,3,4,3,4,0,0,1,3,6,2,129,156442,31,0,0,126,2.078065565,5.33,10.74,8.98,0
0,6,0,4,2,0,1,0,3,0,1,3,145,644341,35,0,0,151,0.729191979,4.83,11.39,9.64,1
0,6,2,4,1,0,0,0,1,1,3,6,145,600685,35,0,0,126,1.141817317,4.6,9.93,7.37,0
1,0,0,9,2,0,1,0,2,1,0,6,148,260953,41,0,0,188,1.313798082,5.01,10.2,11.44,0
0,3,2,5,3,0,1,0,3,4,2,2,85,751249,28,0,7678,126,0.610860024,6.03,7.65,7.67,1
0,3,2,6,1,0,1,0,0,0,6,2,66,796654,28,0,0,126,0.752734363,4.78,10.78,6.71,0
5,4,0,5,2,0,1,0,1,2,3,0,135,104712,47,0,6211,220,2.914188059,5.71,10.86,5.73,1
0,9,0,3,1,3,1,0,1,0,3,3,91,695637,25,0,0,110,1.909250263,3.4,11.03,6.26,0
None,1,2,None,1,0,1,0,2,0,4,5,60,916377,31,0,0,88,3.628228985,4.27,5.9,4.87,0
0,1,1,8,5,0,0,0,0,0,4,0,160,746848,31,0,0,126,1.445014953,6.96,11.27,6.43,0
4,3,3,2,3,4,0,None,1,2,7,1,132,710063,28,0,0,188,1.446928972,4.52,7.5,5.62,0
None,5,4,None,3,0,0,0,0,0,6,1,245,234975,38,0,0,13,1.44614085,3.82,8.72,8.83,0
5,3,1,8,3,0,1,0,0,0,2,4,132,1198772,28,0,0,126,3.215887935,4.49,9.67,6.9,0
2,3,3,4,5,0,1,0,0,3,9,6,129,311684,28,0,0,126,2.450996944,5.29,8.77,9.14,0
0,3,2,8,1,0,0,0,0,2,2,0,69,377996,28,0,0,126,2.271435379,4.86,8.91,8.09,0
0,3,0,4,2,0,1,0,2,0,2,3,126,1064183,28,0,0,126,0.737825993,2.84,11.34,7.48,0
0,1,0,4,2,0,1,0,1,0,8,4,173,802250,31,0,0,188,2.893594686,4.93,10.33,9.03,1
0,3,0,1,2,0,1,0,1,2,1,4,148,1096058,28,0,0,126,1.967019242,6.18,9.36,8.97,1
None,3,4,None,3,4,1,0,3,4,0,0,201,487393,28,0,0,63,2.445390951,5.43,10.63,4.81,0
0,3,0,7,2,0,1,0,1,3,8,3,145,172740,28,0,5928,126,1.750155114,3.31,11.6,8.2,1
4,8,0,2,2,0,1,0,0,3,6,3,198,90654,13,0,0,173,1.032382022,5.74,5.65,6.61,0
2,13,0,4,2,0,1,0,1,2,2,0,129,1393321,50,314156,0,188,1.368262526,5.56,9.29,8.1,1
0,0,1,5,3,0,0,0,2,2,0,0,129,567284,41,0,0,157,1.734301705,5.49,7.75,7.23,1
0,2,2,2,1,0,1,0,2,2,1,0,57,405432,22,0,0,88,1.306170966,6.03,10.08,9.77,0
1,1,0,9,2,0,1,0,2,1,3,5,132,125739,31,0,0,207,2.609158058,4.93,8.93,9.49,0
0,3,2,8,1,0,0,0,3,2,8,3,170,506258,28,6830,0,126,0.173228094,3.26,8.12,8.57,0
0,4,0,5,2,0,1,0,3,3,4,0,110,523066,47,0,5975,188,1.626580487,3.4,10.98,7.64,1
0,1,2,1,3,4,1,0,3,3,6,7,129,648943,31,0,0,141,2.631799375,4.02,10.93,7.74,0
0,3,1,8,5,0,0,0,1,4,5,7,119,625981,28,0,0,126,3.286117678,4.66,10.52,11.19,0
0,3,2,7,4,0,1,0,0,4,1,5,82,423942,28,0,0,126,3.280248772,4.51,8.13,6.09,0
0,2,0,1,2,0,1,0,1,1,6,5,113,192196,22,0,0,126,0.948488776,5.41,10.9,8.09,0
5,3,2,10,3,4,1,0,0,3,9,4,145,834262,28,0,0,126,2.275454848,6.66,7.95,7.52,0
5,1,0,3,2,0,1,0,0,2,1,0,123,613076,31,0,0,126,1.227411241,4.64,8.85,8.75,0
0,1,2,2,1,0,0,0,1,1,5,4,57,398709,31,0,0,38,1.404507355,6.71,7.87,7.56,0
None,3,0,None,2,0,1,0,3,1,4,5,185,1178251,28,0,0,129,1.77316624,5.7,10.98,8.4,1
1,8,0,9,2,0,1,0,0,3,6,2,91,452587,13,0,0,226,2.453299341,6.41,9.71,6.92,0
1,1,0,1,2,0,1,0,0,1,1,7,138,435019,31,0,0,157,4.186969455,5.2,7.41,9.56,0
3,1,6,8,0,0,0,0,2,4,8,6,107,1370806,31,0,0,126,0.511283488,4.94,12.84,7.84,1
3,3,1,4,3,0,1,0,3,1,9,4,116,752126,28,0,0,126,1.807060811,4.56,10.41,8.48,1
0,10,0,4,2,0,1,9,3,0,8,4,163,340659,44,0,5975,157,0.398916606,5.55,7.58,8.79,1
1,0,0,3,2,0,1,0,1,0,1,6,126,545745,41,0,0,141,2.179737486,3.93,9.42,8.13,1
0,2,0,7,2,1,1,15,3,0,9,0,160,757086,22,0,0,126,1.789407355,3.73,10.2,7.9,0
0,1,0,2,2,0,1,0,0,3,5,2,141,401301,31,0,0,126,2.79368443,5.47,11.53,8.39,0
0,10,1,4,3,0,0,2,2,2,5,5,126,625777,44,0,0,157,4.145073235,5.18,7.23,9.77,1
0,7,0,7,0,0,0,0,1,3,7,2,141,559879,16,0,0,126,3.110172152,3.6,6.9,7.44,1
0,0,1,3,5,0,1,0,3,4,3,0,145,717452,41,0,0,126,0.3533147,4.29,11.23,9.07,1
0,3,1,2,3,4,0,0,0,4,0,2,116,541083,28,0,0,94,1.731217623,3.61,10.14,10.63,0
0,3,0,10,1,0,0,0,0,3,6,2,75,664714,28,0,0,126,2.742526564,6.31,7.54,5.83,0
0,0,2,3,1,0,1,0,3,1,1,4,75,218781,41,0,0,126,2.759986054,5.4,10.25,8.37,0
0,0,1,2,3,0,0,0,2,1,6,5,138,264337,41,0,0,204,4.967363571,6.37,9.39,6.98,0
0,3,0,8,0,0,0,20,2,3,5,1,63,696369,28,0,0,126,2.774206752,5,9.45,8.57,0
1,1,0,4,2,0,1,0,1,2,7,2,85,445462,31,0,0,94,1.556921382,4.39,9.06,8.35,0
0,2,2,7,3,4,0,0,3,0,9,7,141,393309,22,0,0,126,2.142091286,4.78,15.1,5.18,0
4,1,4,8,5,0,0,20,2,2,4,5,179,1065512,31,0,0,126,2.993442921,4.56,9.58,9.65,0
